Scaffold,Length,NewChr,NewStart,NewEnd,NewOrientation,OldChr,OldStart,OldEnd
1285,5504,Un,24488657,24494160,unknown,Un,59810044,59815547
1559,5502,Un,24495161,24500662,unknown,Un,61497285,61502786
1287,5497,Un,24501663,24507159,unknown,Un,59823926,59829422
1443,5497,Un,24508160,24513656,unknown,Un,60811467,60816963
1481,5491,Un,24514657,24520147,unknown,Un,61044255,61049745
1289,5489,Un,24521148,24526636,unknown,Un,59837017,59842505
1290,5487,Un,24527637,24533123,unknown,Un,59843506,59848992
1292,5485,Un,24534124,24539608,unknown,Un,59858071,59863555
1293,5484,Un,24540609,24546092,unknown,Un,59864556,59870039
1480,5474,Un,24547093,24552566,unknown,Un,61037781,61043254
1500,5474,Un,24553567,24559040,unknown,Un,61155285,61160758
1447,5464,Un,24560041,24565504,unknown,Un,60834976,60840439
1298,5451,Un,24566505,24571955,unknown,Un,59899551,59905001
1486,5436,Un,24572956,24578391,unknown,Un,61076699,61082134
1525,5436,Un,24579392,24584827,unknown,Un,61301931,61307366
1300,5434,Un,24585828,24591261,unknown,Un,59912591,59918024
1301,5433,Un,24592262,24597694,unknown,Un,59919025,59924457
1488,5430,Un,24598695,24604124,unknown,Un,61088114,61093543
1327,5420,Un,24605125,24610544,unknown,Un,60091015,60096434
1385,5407,Un,24611545,24616951,unknown,Un,60459275,60464681
1320,5406,Un,24617952,24623357,unknown,Un,60045316,60050721
1485,5404,Un,24624358,24629761,unknown,Un,61070295,61075698
1306,5380,Un,24630762,24636141,unknown,Un,59953147,59958526
1307,5379,Un,24637142,24642520,unknown,Un,59959527,59964905
1464,5376,Un,24643521,24648896,unknown,Un,60938467,60943842
1542,5374,Un,24649897,24655270,unknown,Un,61403485,61408858
1514,5360,Un,24656271,24661630,unknown,Un,61238346,61243705
1310,5358,Un,24662631,24667988,unknown,Un,59980204,59985561
1311,5344,Un,24668989,24674332,unknown,Un,59986562,59991905
1492,5344,Un,24675333,24680676,unknown,Un,61109757,61115100
1506,5336,Un,24681677,24687012,unknown,Un,61192586,61197921
1524,5323,Un,24688013,24693335,unknown,Un,61295608,61300930
1332,5322,Un,24694336,24699657,unknown,Un,60123508,60128829
1314,5320,Un,24700658,24705977,unknown,Un,60007422,60012741
1315,5319,Un,24706978,24712296,unknown,Un,60013742,60019060
1316,5317,Un,24713297,24718613,unknown,Un,60020061,60025377
1317,5314,Un,24719614,24724927,unknown,Un,60026378,60031691
1318,5313,Un,24725928,24731240,unknown,Un,60032692,60038004
1319,5311,Un,24732241,24737551,unknown,Un,60039005,60044315
1321,5305,Un,24738552,24743856,unknown,Un,60051722,60057026
1323,5303,Un,24744857,24750159,unknown,Un,60065075,60070377
1342,5295,Un,24751160,24756454,unknown,Un,60187980,60193274
1325,5288,Un,24757455,24762742,unknown,Un,60078450,60083737
1470,5287,Un,24763743,24769029,unknown,Un,60977331,60982617
1326,5277,Un,24770030,24775306,unknown,Un,60084738,60090014
1471,5277,Un,24776307,24781583,unknown,Un,60983618,60988894
1504,5273,Un,24782584,24787856,unknown,Un,61180319,61185591
1328,5264,Un,24788857,24794120,unknown,Un,60097435,60102698
1498,5259,Un,24795121,24800379,unknown,Un,61143403,61148661
1329,5256,Un,24801380,24806635,unknown,Un,60103699,60108954
1469,5256,Un,24807636,24812891,unknown,Un,60971075,60976330
1541,5244,Un,24813892,24819135,unknown,Un,61397241,61402484
1501,5240,Un,24820136,24825375,unknown,Un,61161759,61166998
1331,5228,Un,24826376,24831603,unknown,Un,60117280,60122507
1377,5227,Un,24832604,24837830,unknown,Un,60407067,60412293
1357,5223,Un,24838831,24844053,unknown,Un,60281410,60286632
1394,5223,Un,24845054,24850276,unknown,Un,60515829,60521051
1466,5222,Un,24851277,24856498,unknown,Un,60951447,60956668
1403,5217,Un,24857499,24862715,unknown,Un,60570858,60576074
1513,5214,Un,24863716,24868929,unknown,Un,61232132,61237345
1360,5209,Un,24869930,24875138,unknown,Un,60300379,60305587
1334,5208,Un,24876139,24881346,unknown,Un,60136508,60141715
1335,5207,Un,24882347,24887553,unknown,Un,60142716,60147922
1336,5204,Un,24888554,24893757,unknown,Un,60148923,60154126
1337,5203,Un,24894758,24899960,unknown,Un,60155127,60160329
1340,5198,Un,24900961,24906158,unknown,Un,60175586,60180783
1341,5196,Un,24907159,24912354,unknown,Un,60181784,60186979
1424,5191,Un,24913355,24918545,unknown,Un,60699605,60704795
1556,5190,Un,24919546,24924735,unknown,Un,61479098,61484287
1343,5187,Un,24925736,24930922,unknown,Un,60194275,60199461
1344,5184,Un,24931923,24937106,unknown,Un,60200462,60205645
1376,5184,Un,24938107,24943290,unknown,Un,60400883,60406066
1345,5180,Un,24944291,24949470,unknown,Un,60206646,60211825
1346,5178,Un,24950471,24955648,unknown,Un,60212826,60218003
1347,5177,Un,24956649,24961825,unknown,Un,60219004,60224180
1365,5171,Un,24962826,24967996,unknown,Un,60332199,60337369
1463,5163,Un,24968997,24974159,unknown,Un,60932304,60937466
1348,5159,Un,24975160,24980318,unknown,Un,60225181,60230339
1515,5147,Un,24981319,24986465,unknown,Un,61244706,61249852
1509,5146,Un,24987466,24992611,unknown,Un,61210268,61215413
1380,5145,Un,24993612,24998756,unknown,Un,60426304,60431448
1550,5142,Un,24999757,25004898,unknown,Un,61445861,61451002
1351,5137,Un,25005899,25011035,unknown,Un,60244643,60249779
1586,5137,Un,25012036,25017172,unknown,Un,61648763,61653899
1352,5136,Un,25018173,25023308,unknown,Un,60250780,60255915
1427,5136,Un,25024309,25029444,unknown,Un,60718208,60723343
1353,5135,Un,25030445,25035579,unknown,Un,60256916,60262050
1574,5131,Un,25036580,25041710,unknown,Un,61586367,61591497
1445,5124,Un,25042711,25047834,unknown,Un,60823470,60828593
1354,5123,Un,25048835,25053957,unknown,Un,60263051,60268173
1512,5123,Un,25054958,25060080,unknown,Un,61226009,61231131
1355,5119,Un,25061081,25066199,unknown,Un,60269174,60274292
1356,5117,Un,25067200,25072316,unknown,Un,60275293,60280409
1383,5111,Un,25073317,25078427,unknown,Un,60447261,60452371
1645,5111,Un,25079428,25084538,unknown,Un,61942327,61947437
1358,5106,Un,25085539,25090644,unknown,Un,60287633,60292738
1372,5096,Un,25091645,25096740,unknown,Un,60376086,60381181
1558,5093,Un,25097741,25102833,unknown,Un,61491192,61496284
1568,5092,Un,25103834,25108925,unknown,Un,61550179,61555270
1415,5085,Un,25109926,25115010,unknown,Un,60643900,60648984
1362,5080,Un,25116011,25121090,unknown,Un,60313292,60318371
1363,5079,Un,25122091,25127169,unknown,Un,60319372,60324450
1454,5071,Un,25128170,25133240,unknown,Un,60879562,60884632
1605,5066,Un,25134241,25139306,unknown,Un,61747885,61752950
1398,5051,Un,25140307,25145357,unknown,Un,60539485,60544535
1367,5042,Un,25146358,25151399,unknown,Un,60345075,60350116
1438,5040,Un,25152400,25157439,unknown,Un,60781548,60786587
1368,5038,Un,25158440,25163477,unknown,Un,60351117,60356154
1532,5034,Un,25164478,25169511,unknown,Un,61339158,61344191
1420,5030,Un,25170512,25175541,unknown,Un,60676361,60681390
1369,5025,Un,25176542,25181566,unknown,Un,60357155,60362179
1379,5023,Un,25182567,25187589,unknown,Un,60420281,60425303
1571,5015,Un,25188590,25193604,unknown,Un,61565420,61570434
1371,5007,Un,25194605,25199611,unknown,Un,60370079,60375085
1563,5006,Un,25200612,25205617,unknown,Un,61520445,61525450
1611,5001,Un,25206618,25211618,unknown,Un,61776331,61781331
1496,5000,Un,25212619,25217618,unknown,Un,61131757,61136756
1462,4995,Un,25218619,25223613,unknown,Un,60926309,60931303
1468,4994,Un,25224614,25229607,unknown,Un,60965081,60970074
1505,4994,Un,25230608,25235601,unknown,Un,61186592,61191585
1598,4980,Un,25236602,25241581,unknown,Un,61711657,61716636
1593,4976,Un,25242582,25247557,unknown,Un,61684357,61689332
1374,4975,Un,25248558,25253532,unknown,Un,60388939,60393913
1375,4969,Un,25254533,25259501,unknown,Un,60394914,60399882
1389,4966,Un,25260502,25265467,unknown,Un,60483344,60488309
1572,4965,Un,25266468,25271432,unknown,Un,61571435,61576399
1535,4957,Un,25272433,25277389,unknown,Un,61356830,61361786
1539,4946,Un,25278390,25283335,unknown,Un,61387009,61391954
1461,4941,Un,25284336,25289276,unknown,Un,60920368,60925308
1451,4932,Un,25290277,25295208,unknown,Un,60860489,60865420
1544,4927,Un,25296209,25301135,unknown,Un,61415684,61420610
1458,4926,Un,25302136,25307061,unknown,Un,60901579,60906504
1534,4926,Un,25308062,25312987,unknown,Un,61350904,61355829
1381,4919,Un,25313988,25318906,unknown,Un,60432449,60437367
1579,4907,Un,25319907,25324813,unknown,Un,61614046,61618952
1585,4907,Un,25325814,25330720,unknown,Un,61642856,61647762
1557,4904,Un,25331721,25336624,unknown,Un,61485288,61490191
1384,4903,Un,25337625,25342527,unknown,Un,60453372,60458274
1566,4900,Un,25343528,25348427,unknown,Un,61538885,61543784
1386,4895,Un,25349428,25354322,unknown,Un,60465682,60470576
1387,4884,Un,25355323,25360206,unknown,Un,60471577,60476460
1388,4883,Un,25361207,25366089,unknown,Un,60477461,60482343
1421,4881,Un,25367090,25371970,unknown,Un,60682391,60687271
1624,4881,Un,25372971,25377851,unknown,Un,61843027,61847907
1408,4879,Un,25378852,25383730,unknown,Un,60602047,60606925
1397,4873,Un,25384731,25389603,unknown,Un,60533612,60538484
1625,4857,Un,25390604,25395460,unknown,Un,61848908,61853764
1554,4855,Un,25396461,25401315,unknown,Un,61469119,61473973
1562,4853,Un,25402316,25407168,unknown,Un,61514592,61519444
1602,4849,Un,25408169,25413017,unknown,Un,61732654,61737502
1392,4847,Un,25414018,25418864,unknown,Un,60504140,60508986
1393,4842,Un,25419865,25424706,unknown,Un,60509987,60514828
1575,4838,Un,25425707,25430544,unknown,Un,61592498,61597335
1479,4835,Un,25431545,25436379,unknown,Un,61031946,61036780
1543,4825,Un,25437380,25442204,unknown,Un,61409859,61414683
1537,4800,Un,25443205,25448004,unknown,Un,61376897,61381696
1603,4800,Un,25449005,25453804,unknown,Un,61738503,61743302
1596,4798,Un,25454805,25459602,unknown,Un,61700177,61704974
1591,4796,Un,25460603,25465398,unknown,Un,61674783,61679578
1613,4792,Un,25466399,25471190,unknown,Un,61787839,61792630
1601,4783,Un,25472191,25476973,unknown,Un,61726871,61731653
1623,4781,Un,25477974,25482754,unknown,Un,61837246,61842026
1395,4780,Un,25483755,25488534,unknown,Un,60522052,60526831
1396,4780,Un,25489535,25494314,unknown,Un,60527832,60532611
1588,4780,Un,25495315,25500094,unknown,Un,61659697,61664476
1531,4769,Un,25501095,25505863,unknown,Un,61333389,61338157
1581,4767,Un,25506864,25511630,unknown,Un,61623813,61628579
1401,4761,Un,25512631,25517391,unknown,Un,60559343,60564103
1402,4754,Un,25518392,25523145,unknown,Un,60565104,60569857
1634,4750,Un,25524146,25528895,unknown,Un,61887204,61891953
1406,4739,Un,25529896,25534634,unknown,Un,60590569,60595307
1407,4739,Un,25535635,25540373,unknown,Un,60596308,60601046
1423,4739,Un,25541374,25546112,unknown,Un,60693866,60698604
1478,4739,Un,25547113,25551851,unknown,Un,61026207,61030945
1409,4733,Un,25552852,25557584,unknown,Un,60607926,60612658
1410,4732,Un,25558585,25563316,unknown,Un,60613659,60618390
1533,4712,Un,25564317,25569028,unknown,Un,61345192,61349903
1560,4697,Un,25570029,25574725,unknown,Un,61503787,61508483
1411,4696,Un,25575726,25580421,unknown,Un,60619391,60624086
1507,4696,Un,25581422,25586117,unknown,Un,61198922,61203617
1547,4688,Un,25587118,25591805,unknown,Un,61430681,61435368
1641,4684,Un,25592806,25597489,unknown,Un,61922918,61927601
1597,4682,Un,25598490,25603171,unknown,Un,61705975,61710656
1413,4678,Un,25604172,25608849,unknown,Un,60631695,60636372
1626,4672,Un,25609850,25614521,unknown,Un,61854765,61859436
1631,4658,Un,25615522,25620179,unknown,Un,61874770,61879427
1450,4657,Un,25621180,25625836,unknown,Un,60854832,60859488
1494,4651,Un,25626837,25631487,unknown,Un,61121196,61125846
1508,4650,Un,25632488,25637137,unknown,Un,61204618,61209267
1583,4649,Un,25638138,25642786,unknown,Un,61633396,61638044
1497,4646,Un,25643787,25648432,unknown,Un,61137757,61142402
1416,4642,Un,25649433,25654074,unknown,Un,60649985,60654626
1460,4642,Un,25655075,25659716,unknown,Un,60914726,60919367
1577,4634,Un,25660717,25665350,unknown,Un,61603716,61608349
1499,4623,Un,25666351,25670973,unknown,Un,61149662,61154284
1530,4617,Un,25671974,25676590,unknown,Un,61327772,61332388
1595,4616,Un,25677591,25682206,unknown,Un,61694561,61699176
1679,4616,Un,25683207,25687822,unknown,Un,62072489,62077104
1528,4595,Un,25688823,25693417,unknown,Un,61317729,61322323
1422,4594,Un,25694418,25699011,unknown,Un,60688272,60692865
1621,4581,Un,25700012,25704592,unknown,Un,61826467,61831047
1502,4574,Un,25705593,25710166,unknown,Un,61167999,61172572
1564,4567,Un,25711167,25715733,unknown,Un,61526451,61531017
1442,4566,Un,25716734,25721299,unknown,Un,60805901,60810466
1426,4564,Un,25722300,25726863,unknown,Un,60712644,60717207
1483,4559,Un,25727864,25732422,unknown,Un,61057311,61061869
1640,4558,Un,25733423,25737980,unknown,Un,61917360,61921917
1614,4555,Un,25738981,25743535,unknown,Un,61793631,61798185
1474,4553,Un,25744536,25749088,unknown,Un,61001591,61006143
1437,4550,Un,25750089,25754638,unknown,Un,60775998,60780547
1428,4545,Un,25755639,25760183,unknown,Un,60724344,60728888
1430,4534,Un,25761184,25765717,unknown,Un,60736464,60740997
1599,4534,Un,25766718,25771251,unknown,Un,61717637,61722170
1590,4525,Un,25772252,25776776,unknown,Un,61669258,61673782
1432,4521,Un,25777777,25782297,unknown,Un,60748531,60753051
1673,4518,Un,25783298,25787815,unknown,Un,62053852,62058369
1433,4515,Un,25788816,25793330,unknown,Un,60754052,60758566
1612,4507,Un,25794331,25798837,unknown,Un,61782332,61786838
1444,4506,Un,25799838,25804343,unknown,Un,60817964,60822469
1434,4501,Un,25805344,25809844,unknown,Un,60759567,60764067
1637,4476,Un,25810845,25815320,unknown,Un,61905609,61910084
1435,4472,Un,25816321,25820792,unknown,Un,60765068,60769539
1667,4467,Un,25821793,25826259,unknown,Un,62031514,62035980
1436,4458,Un,25827260,25831717,unknown,Un,60770540,60774997
1684,4453,Un,25832718,25837170,unknown,Un,62088326,62092778
1646,4448,Un,25838171,25842618,unknown,Un,61948438,61952885
1609,4447,Un,25843619,25848065,unknown,Un,61767406,61771852
1439,4445,Un,25849066,25853510,unknown,Un,60787588,60792032
1642,4435,Un,25854511,25858945,unknown,Un,61928602,61933036
1441,4431,Un,25859946,25864376,unknown,Un,60800470,60804900
1551,4411,Un,25865377,25869787,unknown,Un,61452003,61456413
1567,4394,Un,25870788,25875181,unknown,Un,61544785,61549178
1446,4382,Un,25876182,25880563,unknown,Un,60829594,60833975
1618,4381,Un,25881564,25885944,unknown,Un,61810514,61814894
1576,4380,Un,25886945,25891324,unknown,Un,61598336,61602715
1607,4380,Un,25892325,25896704,unknown,Un,61758516,61762895
1456,4377,Un,25897705,25902081,unknown,Un,60890928,60895304
1659,4344,Un,25903082,25907425,unknown,Un,62004141,62008484
1620,4331,Un,25908426,25912756,unknown,Un,61821136,61825466
1651,4304,Un,25913757,25918060,unknown,Un,61970492,61974795
1518,4302,Un,25919061,25923362,unknown,Un,61262002,61266303
1455,4295,Un,25924363,25928657,unknown,Un,60885633,60889927
1476,4280,Un,25929658,25933937,unknown,Un,61013904,61018183
1457,4274,Un,25934938,25939211,unknown,Un,60896305,60900578
1521,4274,Un,25940212,25944485,unknown,Un,61278703,61282976
1649,4274,Un,25945486,25949759,unknown,Un,61959986,61964259
1654,4269,Un,25950760,25955028,unknown,Un,61981690,61985958
1619,4241,Un,25956029,25960269,unknown,Un,61815895,61820135
1650,4232,Un,25961270,25965501,unknown,Un,61965260,61969491
1672,4218,Un,25966502,25970719,unknown,Un,62048634,62052851
1643,4216,Un,25971720,25975935,unknown,Un,61934037,61938252
1489,4215,Un,25976936,25981150,unknown,Un,61094544,61098758
1622,4198,Un,25982151,25986348,unknown,Un,61832048,61836245
1549,4188,Un,25987349,25991536,unknown,Un,61440673,61444860
1665,4186,Un,25992537,25996722,unknown,Un,62023554,62027739
1569,4174,Un,25997723,26001896,unknown,Un,61556271,61560444
1561,4108,Un,26002897,26007004,unknown,Un,61509484,61513591
1493,4095,Un,26008005,26012099,unknown,Un,61116101,61120195
1473,4066,Un,26013100,26017165,unknown,Un,60996525,61000590
1491,4057,Un,26018166,26022222,unknown,Un,61104700,61108756
1522,4016,Un,26023223,26027238,unknown,Un,61283977,61287992
1487,3979,Un,26028239,26032217,unknown,Un,61083135,61087113
1490,3941,Un,26033218,26037158,unknown,Un,61099759,61103699
1495,3910,Un,26038159,26042068,unknown,Un,61126847,61130756
1526,3900,Un,26043069,26046968,unknown,Un,61308367,61312266
1510,3867,Un,26047969,26051835,unknown,Un,61216414,61220280
1546,3836,Un,26052836,26056671,unknown,Un,61425845,61429680
1587,3797,Un,26057672,26061468,unknown,Un,61654900,61658696
1511,3728,Un,26062469,26066196,unknown,Un,61221281,61225008
1578,3696,Un,26067197,26070892,unknown,Un,61609350,61613045
1552,3665,Un,26071893,26075557,unknown,Un,61457414,61461078
1516,3643,Un,26076558,26080200,unknown,Un,61250853,61254495
1519,3595,Un,26081201,26084795,unknown,Un,61267304,61270898
1606,3565,Un,26085796,26089360,unknown,Un,61753951,61757515
1627,3473,Un,26090361,26093833,unknown,Un,61860437,61863909
1527,3462,Un,26094834,26098295,unknown,Un,61313267,61316728
1529,3448,Un,26099296,26102743,unknown,Un,61323324,61326771
1615,3432,Un,26103744,26107175,unknown,Un,61799186,61802617
1538,3312,Un,26108176,26111487,unknown,Un,61382697,61386008
1548,3304,Un,26112488,26115791,unknown,Un,61436369,61439672
1540,3286,Un,26116792,26120077,unknown,Un,61392955,61396240
1545,3234,Un,26121078,26124311,unknown,Un,61421611,61424844
1594,3228,Un,26125312,26128539,unknown,Un,61690333,61693560
1555,3124,Un,26129540,26132663,unknown,Un,61474974,61478097
1570,2975,Un,26133664,26136638,unknown,Un,61561445,61564419
1580,2860,Un,26137639,26140498,unknown,Un,61619953,61622812
1582,2816,Un,26141499,26144314,unknown,Un,61629580,61632395
1584,2811,Un,26145315,26148125,unknown,Un,61639045,61641855
1589,2781,Un,26149126,26151906,unknown,Un,61665477,61668257
1592,2778,Un,26152907,26155684,unknown,Un,61680579,61683356
1600,2700,Un,26156685,26159384,unknown,Un,61723171,61725870
1604,2582,Un,26160385,26162966,unknown,Un,61744303,61746884
1632,2570,Un,26163967,26166536,unknown,Un,61880428,61882997
1608,2510,Un,26167537,26170046,unknown,Un,61763896,61766405
1610,2478,Un,26171047,26173524,unknown,Un,61772853,61775330
1616,2451,Un,26174525,26176975,unknown,Un,61803618,61806068
1617,2445,Un,26177976,26180420,unknown,Un,61807069,61809513
1669,2438,Un,26181421,26183858,unknown,Un,62039726,62042163
1628,2297,Un,26184859,26187155,unknown,Un,61864910,61867206
1629,2294,Un,26188156,26190449,unknown,Un,61868207,61870500
1630,2269,Un,26191450,26193718,unknown,Un,61871501,61873769
1633,2206,Un,26194719,26196924,unknown,Un,61883998,61886203
1635,2174,Un,26197925,26200098,unknown,Un,61892954,61895127
1638,2139,Un,26201099,26203237,unknown,Un,61911085,61913223
1639,2136,Un,26204238,26206373,unknown,Un,61914224,61916359
1644,2074,Un,26207374,26209447,unknown,Un,61939253,61941326
1647,2053,Un,26210448,26212500,unknown,Un,61953886,61955938
1648,2047,Un,26213501,26215547,unknown,Un,61956939,61958985
1652,1970,Un,26216548,26218517,unknown,Un,61975796,61977765
1653,1924,Un,26219518,26221441,unknown,Un,61978766,61980689
1655,1896,Un,26222442,26224337,unknown,Un,61986959,61988854
1656,1892,Un,26225338,26227229,unknown,Un,61989855,61991746
1657,1879,Un,26228230,26230108,unknown,Un,61992747,61994625
1660,1830,Un,26231109,26232938,unknown,Un,62009485,62011314
1661,1827,Un,26233939,26235765,unknown,Un,62012315,62014141
1662,1826,Un,26236766,26238591,unknown,Un,62015142,62016967
1663,1802,Un,26239592,26241393,unknown,Un,62017968,62019769
1664,1784,Un,26242394,26244177,unknown,Un,62020770,62022553
1666,1774,Un,26245178,26246951,unknown,Un,62028740,62030513
1668,1745,Un,26247952,26249696,unknown,Un,62036981,62038725
1670,1736,Un,26250697,26252432,unknown,Un,62043164,62044899
1671,1734,Un,26253433,26255166,unknown,Un,62045900,62047633
1674,1639,Un,26256167,26257805,unknown,Un,62059370,62061008
1675,1627,Un,26258806,26260432,unknown,Un,62062009,62063635
1676,1622,Un,26261433,26263054,unknown,Un,62064636,62066257
1677,1616,Un,26264055,26265670,unknown,Un,62067258,62068873
1678,1615,Un,26266671,26268285,unknown,Un,62069874,62071488
1680,1569,Un,26269286,26270854,unknown,Un,62078105,62079673
1681,1558,Un,26271855,26273412,unknown,Un,62080674,62082231
1682,1552,Un,26274413,26275964,unknown,Un,62083232,62084783
1683,1542,Un,26276965,26278506,unknown,Un,62085784,62087325
1685,1523,Un,26279507,26281029,unknown,Un,62093779,62095301
1686,1521,Un,26282030,26283550,unknown,Un,62096302,62097822
1687,1514,Un,26284551,26286064,unknown,Un,62098823,62100336
1688,1483,Un,26287065,26288547,unknown,Un,62101337,62102819
1689,1466,Un,26289548,26291013,unknown,Un,62103820,62105285
1690,1458,Un,26292014,26293471,unknown,Un,62106286,62107743
1692,1439,Un,26294472,26295910,unknown,Un,62118707,62120145
1693,1436,Un,26296911,26298346,unknown,Un,62121146,62122581
1694,1436,Un,26299347,26300782,unknown,Un,62123582,62125017
1695,1428,Un,26301783,26303210,unknown,Un,62126018,62127445
1696,1420,Un,26304211,26305630,unknown,Un,62128446,62129865
1697,1411,Un,26306631,26308041,unknown,Un,62130866,62132276
1698,1372,Un,26309042,26310413,unknown,Un,62133277,62134648
1699,1371,Un,26311414,26312784,unknown,Un,62135649,62137019
1700,1371,Un,26313785,26315155,unknown,Un,62138020,62139390
1701,1332,Un,26316156,26317487,unknown,Un,62140391,62141722
1702,1330,Un,26318488,26319817,unknown,Un,62142723,62144052
1703,1322,Un,26320818,26322139,unknown,Un,62145053,62146374
1704,1321,Un,26323140,26324460,unknown,Un,62147375,62148695
1705,1309,Un,26325461,26326769,unknown,Un,62149696,62151004
1706,1298,Un,26327770,26329067,unknown,Un,62152005,62153302
1707,1276,Un,26330068,26331343,unknown,Un,62154303,62155578
1708,1274,Un,26332344,26333617,unknown,Un,62156579,62157852
1709,1268,Un,26334618,26335885,unknown,Un,62158853,62160120
1710,1265,Un,26336886,26338150,unknown,Un,62161121,62162385
1711,1260,Un,26339151,26340410,unknown,Un,62163386,62164645
1712,1246,Un,26341411,26342656,unknown,Un,62165646,62166891
1713,1246,Un,26343657,26344902,unknown,Un,62167892,62169137
1714,1226,Un,26345903,26347128,unknown,Un,62170138,62171363
1715,1218,Un,26348129,26349346,unknown,Un,62172364,62173581
1716,1209,Un,26350347,26351555,unknown,Un,62174582,62175790
1717,1208,Un,26352556,26353763,unknown,Un,62176791,62177998
1718,1202,Un,26354764,26355965,unknown,Un,62178999,62180200
1719,1188,Un,26356966,26358153,unknown,Un,62181201,62182388
1720,1186,Un,26359154,26360339,unknown,Un,62183389,62184574
1721,1184,Un,26361340,26362523,unknown,Un,62185575,62186758
1722,1180,Un,26363524,26364703,unknown,Un,62187759,62188938
1723,1166,Un,26365704,26366869,unknown,Un,62189939,62191104
1724,1151,Un,26367870,26369020,unknown,Un,62192105,62193255
1725,1144,Un,26370021,26371164,unknown,Un,62194256,62195399
1726,1130,Un,26372165,26373294,unknown,Un,62196400,62197529
1727,1123,Un,26374295,26375417,unknown,Un,62198530,62199652
1728,1121,Un,26376418,26377538,unknown,Un,62200653,62201773
1729,1113,Un,26378539,26379651,unknown,Un,62202774,62203886
1730,1102,Un,26380652,26381753,unknown,Un,62204887,62205988
1731,1097,Un,26382754,26383850,unknown,Un,62206989,62208085
1732,1077,Un,26384851,26385927,unknown,Un,62209086,62210162
1733,1077,Un,26386928,26388004,unknown,Un,62211163,62212239
1734,1065,Un,26389005,26390069,unknown,Un,62213240,62214304
1735,1053,Un,26391070,26392122,unknown,Un,62215305,62216357
1736,1048,Un,26393123,26394170,unknown,Un,62217358,62218405
1737,1046,Un,26395171,26396216,unknown,Un,62219406,62220451
1738,1043,Un,26397217,26398259,unknown,Un,62221452,62222494
1739,1040,Un,26399260,26400299,unknown,Un,62223495,62224534
1740,1028,Un,26401300,26402327,unknown,Un,62225535,62226562
1741,1018,Un,26403328,26404345,unknown,Un,62227563,62228580
1742,1012,Un,26405346,26406357,unknown,Un,62229581,62230592
1743,1007,Un,26407358,26408364,unknown,Un,62231593,62232599
1744,1005,Un,26409365,26410369,unknown,Un,62233600,62234604
1745,1003,Un,26411370,26412372,unknown,Un,62235605,62236607
1746,1001,Un,26413373,26414373,unknown,Un,62237608,62238608
1747,993,Un,26415374,26416366,unknown,Un,62239609,62240601
1748,982,Un,26417367,26418348,unknown,Un,62241602,62242583
1749,981,Un,26419349,26420329,unknown,Un,62243584,62244564
1750,978,Un,26421330,26422307,unknown,Un,62245565,62246542
1751,968,Un,26423308,26424275,unknown,Un,62247543,62248510
1752,952,Un,26425276,26426227,unknown,Un,62249511,62250462
1753,945,Un,26427228,26428172,unknown,Un,62251463,62252407
1754,941,Un,26429173,26430113,unknown,Un,62253408,62254348
1755,924,Un,26431114,26432037,unknown,Un,62255349,62256272
1756,924,Un,26433038,26433961,unknown,Un,62257273,62258196
1757,924,Un,26434962,26435885,unknown,Un,62259197,62260120
1758,922,Un,26436886,26437807,unknown,Un,62261121,62262042
1759,921,Un,26438808,26439728,unknown,Un,62263043,62263963
1760,917,Un,26440729,26441645,unknown,Un,62264964,62265880
1761,912,Un,26442646,26443557,unknown,Un,62266881,62267792
1762,889,Un,26444558,26445446,unknown,Un,62268793,62269681
1763,879,Un,26446447,26447325,unknown,Un,62270682,62271560
1764,875,Un,26448326,26449200,unknown,Un,62272561,62273435
1765,875,Un,26450201,26451075,unknown,Un,62274436,62275310
1766,873,Un,26452076,26452948,unknown,Un,62276311,62277183
1767,865,Un,26453949,26454813,unknown,Un,62278184,62279048
1768,865,Un,26455814,26456678,unknown,Un,62280049,62280913
1769,862,Un,26457679,26458540,unknown,Un,62281914,62282775
1770,859,Un,26459541,26460399,unknown,Un,62283776,62284634
1771,857,Un,26461400,26462256,unknown,Un,62285635,62286491
1772,854,Un,26463257,26464110,unknown,Un,62287492,62288345
1773,853,Un,26465111,26465963,unknown,Un,62289346,62290198
1774,842,Un,26466964,26467805,unknown,Un,62291199,62292040
1775,840,Un,26468806,26469645,unknown,Un,62293041,62293880
1776,839,Un,26470646,26471484,unknown,Un,62294881,62295719
1777,838,Un,26472485,26473322,unknown,Un,62296720,62297557
1778,835,Un,26474323,26475157,unknown,Un,62298558,62299392
1779,833,Un,26476158,26476990,unknown,Un,62300393,62301225
1780,832,Un,26477991,26478822,unknown,Un,62302226,62303057
1781,830,Un,26479823,26480652,unknown,Un,62304058,62304887
1782,828,Un,26481653,26482480,unknown,Un,62305888,62306715
1783,826,Un,26483481,26484306,unknown,Un,62307716,62308541
1784,826,Un,26485307,26486132,unknown,Un,62309542,62310367
1785,822,Un,26487133,26487954,unknown,Un,62311368,62312189
1786,819,Un,26488955,26489773,unknown,Un,62313190,62314008
1787,818,Un,26490774,26491591,unknown,Un,62315009,62315826
1788,818,Un,26492592,26493409,unknown,Un,62316827,62317644
1789,817,Un,26494410,26495226,unknown,Un,62318645,62319461
1790,817,Un,26496227,26497043,unknown,Un,62320462,62321278
1791,815,Un,26498044,26498858,unknown,Un,62322279,62323093
